student_id,name,gender,nationality,program,current_semester,cgpa_target,career_goal,weekly_study_hours,engagement_score,absence_days_last_term,cgpa,current_semester_credits,academic_risk
STU0215,Student 0215,F,Indian,B.Tech Computer Science and Engineering,3,9.5,Data Engineer,21,80,10,3.07,16,Moderate
STU0216,Student 0216,M,Indian,B.Tech Computer Science and Engineering,7,8.0,AI/ML Engineer,13,56,12,3.32,20,High
STU0217,Student 0217,M,Indian,B.Tech Computer Science and Engineering,7,9.0,Data Scientist,11,80,7,3.25,20,Moderate
STU0218,Student 0218,F,Indian,B.Tech Computer Science and Engineering,7,9.0,Software Engineer,8,58,8,2.83,20,Moderate
STU0219,Student 0219,M,Indian,B.Tech Computer Science and Engineering,3,9.5,Cybersecurity Engineer,8,73,1,3.91,16,Moderate
STU0220,Student 0220,F,Indian,B.Tech Computer Science and Engineering,5,8.5,Data Engineer,18,63,2,3.6,20,Moderate
STU0221,Student 0221,M,Indian,B.Tech Computer Science and Engineering,7,8.5,AI/ML Engineer,26,89,8,3.43,20,Moderate
STU0222,Student 0222,F,Bhutanese,B.Tech Computer Science and Engineering,6,9.5,Data Scientist,23,76,9,3.42,20,Moderate
STU0223,Student 0223,M,Indian,B.Tech Computer Science and Engineering,4,9.0,Software Engineer,13,57,1,3.77,16,Moderate
STU0224,Student 0224,M,Indian,B.Tech Computer Science and Engineering,4,9.0,Cybersecurity Engineer,11,71,8,3.5,16,Moderate
STU0225,Student 0225,M,Indian,B.Tech Computer Science and Engineering,6,9.0,Data Engineer,16,63,4,3.54,20,Moderate
STU0226,Student 0226,M,Indian,B.Tech Computer Science and Engineering,4,9.0,AI/ML Engineer,19,73,10,3.56,16,Moderate
STU0227,Student 0227,M,Indian,B.Tech Computer Science and Engineering,6,9.0,Data Scientist,14,73,10,3.71,20,Moderate
STU0228,Student 0228,M,Indian,B.Tech Computer Science and Engineering,4,9.0,Software Engineer,24,35,8,3.2,16,High
STU0229,Student 0229,M,Other,B.Tech Computer Science and Engineering,6,8.5,Cybersecurity Engineer,13,77,6,3.4,20,Moderate
STU0230,Student 0230,F,Indian,B.Tech Computer Science and Engineering,6,8.5,Data Engineer,29,77,0,3.74,20,Moderate
STU0231,Student 0231,M,Indian,B.Tech Computer Science and Engineering,6,9.0,AI/ML Engineer,22,49,11,3.44,20,High
STU0232,Student 0232,M,Indian,B.Tech Computer Science and Engineering,4,9.5,Data Scientist,20,55,7,3.78,16,Moderate
STU0233,Student 0233,F,Indian,B.Tech Computer Science and Engineering,7,9.0,Software Engineer,13,45,7,3.11,20,Moderate
STU0234,Student 0234,M,Indian,B.Tech Computer Science and Engineering,3,9.0,Cybersecurity Engineer,8,51,4,3.58,16,Moderate
STU0235,Student 0235,F,Indian,B.Tech Computer Science and Engineering,7,8.5,Data Engineer,29,72,3,3.4,20,Moderate
STU0236,Student 0236,M,Indian,B.Tech Computer Science and Engineering,4,8.5,AI/ML Engineer,10,60,6,3.3,16,Moderate
STU0237,Student 0237,F,Indian,B.Tech Computer Science and Engineering,4,9.0,Data Scientist,19,55,8,3.18,16,Moderate
STU0238,Student 0238,M,Nepali,B.Tech Computer Science and Engineering,3,8.0,Software Engineer,14,75,7,3.1,16,Moderate
STU0239,Student 0239,F,Indian,B.Tech Computer Science and Engineering,4,9.0,Cybersecurity Engineer,15,77,5,3.52,16,Moderate
STU0240,Student 0240,F,Indian,B.Tech Computer Science and Engineering,7,9.0,Data Engineer,16,40,8,3.35,20,High
STU0241,Student 0241,F,Indian,B.Tech Computer Science and Engineering,4,8.0,AI/ML Engineer,24,59,9,3.58,16,Moderate
STU0242,Student 0242,M,Indian,B.Tech Computer Science and Engineering,5,9.0,Data Scientist,11,70,6,3.28,20,Moderate
STU0243,Student 0243,F,Bangladeshi,B.Tech Computer Science and Engineering,6,9.0,Software Engineer,21,68,6,3.52,20,Moderate
STU0244,Student 0244,M,Bangladeshi,B.Tech Computer Science and Engineering,4,8.5,Cybersecurity Engineer,16,26,2,2.92,16,High
STU0245,Student 0245,F,Indian,B.Tech Computer Science and Engineering,6,9.0,Data Engineer,15,71,6,3.53,20,Moderate
STU0246,Student 0246,F,Nepali,B.Tech Computer Science and Engineering,3,9.0,AI/ML Engineer,16,51,7,3.61,16,Moderate
STU0247,Student 0247,F,Indian,B.Tech Computer Science and Engineering,3,8.0,Data Scientist,17,66,4,3.61,16,Moderate
STU0248,Student 0248,M,Other,B.Tech Computer Science and Engineering,3,8.5,Software Engineer,10,55,4,3.44,16,Moderate
STU0249,Student 0249,F,Indian,B.Tech Computer Science and Engineering,6,9.5,Cybersecurity Engineer,15,70,7,3.58,20,Moderate
STU0250,Student 0250,M,Indian,B.Tech Computer Science and Engineering,4,8.0,Data Engineer,11,65,13,3.11,16,High
